Serial # in Treebank,Citation,Greek text,English,Lemmas,,,,,,,,,,,,,,,,,,,,,,Serial # in Treebank,Citation,Greek text,English,Lemmas
2274159,1.107-1.108,"[1.107] αἰεί τοι τὰ κάκ᾽ ἐστὶ φίλα φρεσὶ μαντεύεσθαι, [1.108] ἐσθλὸν δ᾽ οὔτέ τί πω εἶπας ἔπος οὔ τ᾽ ἐτέλεσσας:","ever is evil dear to your heart to prophesy, but a word of good you have never yet spoken, nor brought to pass.",ἀεί σύ ὁ κακός εἰμί φίλος φρήν μαντεύομαι ἐσθλός δέ οὔτε τις πω εἶπον ἔπος οὔτι τε τελέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274160,1.109-1.113,"[1.109] καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις [1.110] ὡς δὴ τοῦδ᾽ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει, [1.111] οὕνεκ᾽ ἐγὼ κούρης Χρυσηΐδος ἀγλά᾽ ἄποινα [1.112] οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν [1.113] οἴκοι ἔχειν:","And now among the Danaans you claim in prophecy that for this reason the god who strikes from afar brings woes upon them, that I would not accept the glorious ransom for the girl, the daughter of Chryses, since I much prefer to keep her in my home.",καί νῦν ἐν Δαναοί θεοπροπέω ἀγορεύω ὡς δή ὅδε ἕνεκα σφεῖς ἑκηβόλος ἄλγος τεύχω οὕνεκα ἐγώ κόρη Χρυσηίς ἀγλαός ἄποινα οὐ ἐθέλω δέχομαι ἐπεί πολύς βούλομαι αὐτός οἴκοι ἔχω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274161,1.113-1.115,"[1.113] καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα [1.114] κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων, [1.115] οὐ δέμας οὐ δὲ φυήν, οὔ τ᾽ ἂρ φρένας οὔτέ τι ἔργα. [0]","For certainly I prefer her to Clytemnestra, my wedded wife, since she is not inferior to her, either in form or in stature, or in mind, or in any handiwork.",καί γάρ ἄρα Κλυταιμνήστρη προβέβουλα κουρίδιος ἄλοχος ἐπεί οὐ ἕ εἰμί χερείων οὐ δέμας οὐδέ δέ φυή οὐ τε ἄρα φρήν οὔτε τις ἔργον,,,,,,,,,,,,,,,,,,,,,,,,,,
2274162,1.116,[1.116] ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ᾽ ἄμεινον: [0],"Yet even so will I give her back, if that is better;",ἀλλά καί ὡς ἐθέλω δίδωμι πάλιν εἰ ὁ γε ἀμείνων,,,,,,,,,,,,,,,,,,,,,,,,,,
2274163,1.117,[1.117] βούλομ᾽ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι:,I would rather the people be safe than perish.,βούλομαι ἐγώ λαός σῶς εἰμί ἤ ἀπόλλυμι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274164,1.118-1.119,"[1.118] αὐτὰρ ἐμοὶ γέρας αὐτίχ᾽ ἑτοιμάσατ᾽ ὄφρα μὴ οἶος [1.119] Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐ δὲ ἔοικε:","But provide me with a prize of honour forthwith, lest I alone of the Argives be without one, since that would not be proper.",ἀτάρ ἐγώ γέρας αὐτίκα ἑτοιμάζω ὄφρα μή οἶος Ἀργεῖος ἀγέραστος εἰμί ἐπεί οὐ δέ ἔοικα,,,,,,,,,,,,,,,,,,,,,,,,,,
2274165,1.12,[1.120] λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ. [0],"For you all see this, that my prize goes elsewhere.",λεύσσω γάρ ὁ γε πᾶς ὅς ἐγώ γέρας ἔρχομαι ἄλλῃ,,,,,,,,,,,,,,,,,,,,,,,,,,
2274166,1.121,[1.121] τὸν δ᾽ ἠμείβετ᾽ ἔπειτα ποδάρκης δῖος Ἀχιλλεύς:,In answer to him spoke swift-footed brilliant Achilles:,ὁ δέ ἀμείβω ἔπειτα ποδάρκης δῖος Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274167,1.122-1.123,"[1.122] Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων, [1.123] πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;","Most glorious son of Atreus, most covetous of all, how shall the great-hearted Achaeans give you a prize?",Ἀτρείδης κύδιστος φιλοκτέανος πᾶς πῶς2 γάρ σύ δίδωμι γέρας μεγάθυμος Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274168,1.124,[1.124] οὐ δέ τί που ἴδμεν ξυνήϊα κείμενα πολλά:,"We know nothing of a hoard of wealth in common store,",οὐ δέ τις πού οἶδα ξυνήιος κεῖμαι πολύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274169,1.125-1.126,"[1.125] ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται, [1.126] λαοὺς δ᾽ οὐκ ἐπέοικε παλίλλογα ταῦτ᾽ ἐπαγείρειν.","but whatever we took by pillage from the cities has been apportioned, and it is not seemly to gather these things back from the army.",ἀλλά ὁ μέν πόλις ἐκπέρθω ὁ δατέομαι λαός δέ οὐ ἐπέοικε παλίλλογος οὗτος ἐπαγείρω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274170,1.127,[1.127] ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόες:,"But give back the girl to the god,",ἀλλά σύ μέν νῦν ὅδε θεός προίημι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274171,1.127-1.129,"[1.127] αὐτὰρ Ἀχαιοὶ [1.128] τριπλῇ τετραπλῇ τ᾽ ἀποτείσομεν, αἴ κέ ποθι Ζεὺς [1.129] δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι.","and we Achaeans will recompense you three and fourfold, if ever Zeus grants us to sack the well-walled city of Troy . 1",ἀτάρ Ἀχαιός τριπλόος τετραπλόος τε ἀποτίνω εἰ ἄν ποθι Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274172,1.13,[1.130] τὸν δ᾽ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων:,In answer to him spoke lord Agamemnon:,ὁ δέ ἀπαμείβομαι πρόσφημι κρείων Ἀγαμέμνων,,,,,,,,,,,,,,,,,,,,,,,,,,
2274173,1.131-1.132,"[1.131] μὴ δ᾽ οὕτως ἀγαθός περ ἐὼν θεοείκελ᾽ Ἀχιλλεῦ [1.132] κλέπτε νόῳ, ἐπεὶ οὐ παρελεύσεαι οὐ δέ με πείσεις.","Do not thus, mighty though you are, godlike Achilles, seek to deceive me with your wit;",μή δέ οὕτως ἀγαθός πέρ εἰμί θεοείκελος Ἀχιλλεύς κλέπτω νόος ἐπεί οὐ παρέρχομαι οὐ δέ ἐγώ πείθω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274174,1.133-1.134,"[1.133] ἦ ἐθέλεις ὄφρ᾽ αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ᾽ αὔτως [1.134] ἧσθαι δευόμενον, κέλεαι δέ με τήνδ᾽ ἀποδοῦναι;","for you will not get by me nor persuade me. Are you willing, so that your yourself may keep your prize, for me to sit here idly in want, while you order me to give her back?",ἦ ἐθέλω ὄφρα αὐτός ἔχω γέρας ἀτάρ ἐγώ αὔτως ἧμαι δεύω2 κέλομαι δέ ἐγώ ὅδε ἀποδίδωμι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274175,1.135-1.136,[1.135] ἀλλ᾽ εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ [1.136] ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται: [0],"No, if the great-hearted Achaeans give me a prize, suiting it to my mind, so that it will be worth just as much—",ἀλλά εἰ μέν δίδωμι γέρας μεγάθυμος Ἀχαιός ἀραρίσκω κατά θυμός ὅπως ἀντάξιος εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,
2274176,1.137-1.139,"[1.137] εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι [1.138] ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος [1.139] ἄξω ἑλών: [0]","but if they do not, I myself will come and take your prize, or that of Aias, or that of Odysseus I will seize and bear away.",εἰ δέ ἄν μή δίδωμι ἐγώ δέ ἄν αὐτός αἱρέω ἤ τεός ἤ Αἴας εἶμι γέρας ἤ Ὀδυσσεύς ἄγω αἱρέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274177,1.139,[1.139] ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι.,"Angry will he be, to whomever I come.",ὁ δέ ἄν χολόω ὅς ἄν ἱκνέομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274178,1.140-1.144,"[1.140] ἀλλ᾽ ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις, [1.141] νῦν δ᾽ ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν, [1.142] ἐν δ᾽ ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ᾽ ἑκατόμβην [1.143] θείομεν, ἂν δ᾽ αὐτὴν Χρυσηΐδα καλλιπάρῃον [1.144] βήσομεν:","But these things we will consider hereafter. Let us now drag a black ship to the shining sea, and quickly gather suitable rowers into it, and place on board a hecatomb, and embark on it the fair-cheeked daughter of Chryses herself.",ἀλλά ἤτοι μέν οὗτος μεταφράζω καί αὖθις νῦν δέ ἄγε ναῦς μέλας ἐρύω εἰς ἅλς δῖος ἐν δέ ἐρέτης ἐπιτηδές ἀγείρω εἰς δέ ἑκατόμβη τίθημι ἀνά δέ αὐτός Χρυσηίς καλλιπάρηος βαίνω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274179,1.144-1.147,"[1.144] εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω, [1.145] ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς [1.146] ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ᾽ ἀνδρῶν, [1.147] ὄφρ᾽ ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας.","Let one prudent man be its commander, either Aias, or Idomeneus, or brilliant Odysseus, or you, son of Peleus, of all men most extreme, so that on our behalf you may propitiate the god who strikes from afar by offering sacrifice.",εἷς δέ τις ἀρχός ἀνήρ βουληφόρος εἰμί ἤ Αἴας ἤ Ἰδομενεύς ἤ δῖος Ὀδυσσεύς ἠέ σύ Πηλείδης πᾶς ἔκπαγλος ἀνήρ ὄφρα ἐγώ ʽἑκάεργος ἱλάσκομαι ἱερόν ῥέζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274180,1.148,[1.148] τὸν δ᾽ ἄρ᾽ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς:,Glaring from beneath his brows spoke to him swift-footed Achilles:,ὁ δέ ἄρα ὑπόδρα εἶδον πρόσφημι πούς ὠκύς Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274181,1.149-1.151,[1.149] ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον [1.150] πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν [1.151] ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;,"Ah me, clothed in shamelessness, thinking of profit, how shall any man of the Achaeans obey your words with a ready heart either to go on a journey or to fight against men with force?",ὦ ἐγώ ἀναίδεια ἐπιέννυμι κερδαλεόφρων πῶς2 τις σύ πρόφρων ἔπος πείθω Ἀχαιός ἤ ὁδός2 ἔρχομαι ἤ ἀνήρ ἶφι μάχομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274182,1.152-1.153,"[1.152] οὐ γὰρ ἐγὼ Τρώων ἕνεκ᾽ ἤλυθον αἰχμητάων [1.153] δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν:","It was not on account of the Trojan spearmen that I came here to fight, since they have done no wrong to me.",οὐ γάρ ἐγώ Τρώς ἕνεκα ἔρχομαι αἰχμητής δεῦρο μάχομαι ἐπεί οὐ τις ἐγώ αἴτιος εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,
2274183,1.154-1.157,"[1.154] οὐ γὰρ πώποτ᾽ ἐμὰς βοῦς ἤλασαν οὐ δὲ μὲν ἵππους, [1.155] οὐ δέ ποτ᾽ ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ [1.156] καρπὸν ἐδηλήσαντ᾽, ἐπεὶ ἦ μάλα πολλὰ μεταξὺ [1.157] οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα: [0] [1] [3] [2]","Never have they driven off my cattle or my horses, nor ever in deep-soiled Phthia , nurse of men, did they lay waste the harvest, for many things lie between us—shadowy mountains and sounding sea.",οὐ γάρ πώποτε ἐμός βοῦς ἐλαύνω οὐ δέ μέν ἵππος οὐ δέ ποτέ ἐν οτηερ ἐριβῶλαξ βωτιάνειρα καρπός δηλέομαι ἐπεί ἦ μάλα πολύς μεταξύ ὄρος τε σκιόεις θάλασσα τε ἠχήεις,,,,,,,,,,,,,,,,,,,,,,,,,,
2274184,1.158-1.160,"[1.158] ἀλλὰ σοὶ ὦ μέγ᾽ ἀναιδὲς ἅμ᾽ ἑσπόμεθ᾽ ὄφρα σὺ χαίρῃς, [1.159] τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα [1.160] πρὸς Τρώων:","But you, shameless one, we followed, so that you might rejoice, seeking to win recompense for Menelaus and for yourself, dog-face, from the Trojans.",ἀλλά σύ ὦ μέγας ἀναιδής ἅμα ἕπομαι ὄφρα σύ χαίρω τιμή ἄρνυμαι Μενέλαος σύ τε κυνώπης πρός Τρώς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274185,1.16,[1.160] τῶν οὔ τι μετατρέπῃ οὐ δ᾽ ἀλεγίζεις:,"This you disregard, and take no heed of.",ὁ οὐ τις μετατρέπομαι οὐ δέ ἀλεγίζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274186,1.161-1.162,"[1.161] καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς, [1.162] ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.","And now you threaten that you will yourself take my prize away from me, for which I toiled so much, which the sons of the Achaeans gave to me.",καί δή ἐγώ γέρας αὐτός ἀφαιρέω ἀπειλέω2 ὅς ἐπί πολύς μογέω δίδωμι δέ ἐγώ υἱός Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274187,1.163-1.164,[1.163] οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ᾽ Ἀχαιοὶ [1.164] Τρώων ἐκπέρσωσ᾽ εὖ ναιόμενον πτολίεθρον:,"Never have I prize like yours, whenever the Achaeans sack a well-inhabited citadel of the Trojans.",οὐ μέν σύ ποτέ ἴσος ἔχω γέρας ὁπότε Ἀχαιός Τρώς ἐκπέρθω εὖ ναίω πτολίεθρον,,,,,,,,,,,,,,,,,,,,,,,,,,
2274188,1.165-1.166,[1.165] ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο [1.166] χεῖρες ἐμαὶ διέπουσ᾽:,"The brunt of furious battle do my hands undertake,",ἀλλά ὁ μέν πλείων πολυ πόλεμος χείρ ἐμός διέπω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274189,1.166-1.168,"[1.166] ἀτὰρ ἤν ποτε δασμὸς ἵκηται, [1.167] σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ᾽ ὀλίγον τε φίλον τε [1.168] ἔρχομ᾽ ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων. [0] [1]","but if ever an apportionment comes, your prize is far greater, while small but dear is the reward I take to my ships, when I have worn myself out in the fighting.",ἀτάρ ἐάν ποτέ δασμός ἱκνέομαι σύ ὁ γέρας πολύς μέγας ἐγώ δέ ὀλίγος τε φίλος τε ἔρχομαι ἔχω ἐπί ναῦς ἐπεί ἄν κάμνω πολεμίζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274190,1.169-1.171,"[1.169] νῦν δ᾽ εἶμι Φθίην δ᾽, ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν [1.170] οἴκαδ᾽ ἴμεν σὺν νηυσὶ κορωνίσιν, οὐ δέ σ᾽ ὀΐω [1.171] ἐνθάδ᾽ ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.","Now I will go back to Phthia , since it is far better to return home with my beaked ships, nor do I intend while I am here dishonoured to pile up riches and wealth for you.",νῦν δέ εἶμι οτηερ δέ ἐπεί ἦ πολύς φέρτατος εἰμί οἴκαδε εἶμι σύν ναῦς κορωνίς οὐ δέ σοί οἴομαι ἐνθάδε ἄτιμος εἰμί ἄφενος καί πλοῦτος ἀφύσσω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274191,1.172,[1.172] τὸν δ᾽ ἠμείβετ᾽ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων:,"Then the king of men, Agamemnon, answered him:",ὁ δέ ἀμείβω ἔπειτα ἄναξ ἀνήρ Ἀγαμέμνων,,,,,,,,,,,,,,,,,,,,,,,,,,
2274192,1.173-1.174,"[1.173] φεῦγε μάλ᾽ εἴ τοι θυμὸς ἐπέσσυται, οὐ δέ σ᾽ ἔγωγε [1.174] λίσσομαι εἵνεκ᾽ ἐμεῖο μένειν:","Flee then, if your heart urges you; I do not beg you to remain for my sake.",φεύγω μάλα εἰ σύ θυμός ἐπισεύω οὐ δέ σύ ἐγώ λίσσομαι ἕνεκα ἐγώ μένω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274193,1.174-1.175,"[1.174] πάρ᾽ ἔμοιγε καὶ ἄλλοι [1.175] οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς. [0] [1]","With me are others who will honour me, and above all Zeus, the lord of counsel.",πάρειμι ἐγώ καί ἄλλος ὅς ἄν ἐγώ τιμάω μάλιστα δέ μητίετα Ζεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274194,1.176,[1.176] ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων:,"Most hateful to me are you of all the kings that Zeus nurtures,",ἔχθιστος δέ ἐγώ εἰμί Διοτρεφής βασιλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274195,1.177,[1.177] αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε: [0],"for always strife is dear to you, and wars and battles.",ἀεί γάρ σύ ἔρις τε φίλος πόλεμος τε μάχη τε,,,,,,,,,,,,,,,,,,,,,,,,,,
