Serial # in Treebank,Citation,Greek text,English,Lemmas
2185596,1.120-1.122,"[1.120] ἐγγύθι δὲ στὰς [1.121] χεῖρ᾽ ἕλε δεξιτερὴν καὶ ἐδέξατο χάλκεον ἔγχος, [1.122] καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα:","So, drawing near, he clasped her right hand, and took from her the spear of bronze; and he spoke, and addressed her with winged words: 1",ἐγγύθι δέ ἵστημι χείρ αἱρέω δεξιτερός καί δέχομαι χάλκεος ἔγχος καί μιν φωνέω ἔπος πτερόεις προσαυδάω
2185597,1.123,"&#34; [1.123] χαῖρε, ξεῖνε, παρ᾽ ἄμμι φιλήσεαι: [0]","Hail, stranger; in our house thou shalt find entertainment",χαίρω ξένος παρά ἐγώ φιλέω
2185598,1.123-1.124,[1.123] αὐτὰρ ἔπειτα [1.124] δείπνου πασσάμενος μυθήσεαι ὅττεό σε χρή.&#34;,"and then, when thou hast tasted food, thou shalt tell of what thou hast need.",ἀτάρ ἔπειτα δεῖπνον πατέομαι μυθέομαι ὅστις σύ χρή
2185599,1.125,"&#34; [1.125] ὣς εἰπὼν ἡγεῖθ᾽, ἡ δ᾽ ἕσπετο Παλλὰς Ἀθήνη.","So saying, he led the way, and Pallas Athena followed.",ὡς εἶπον ἡγέομαι ὁ δέ ἕπομαι Παλλάς Ἀθήνη
2185600,1.126-1.131,"[1.126] οἱ δ᾽ ὅτε δή ῥ᾽ ἔντοσθεν ἔσαν δόμου ὑψηλοῖο, [1.127] ἔγχος μέν ῥ᾽ ἔστησε φέρων πρὸς κίονα μακρὴν [1.128] δουροδόκης ἔντοσθεν ἐυξόου, ἔνθα περ ἄλλα [1.129] ἔγχε᾽ Ὀδυσσῆος ταλασίφρονος ἵστατο πολλά, [1.130] αὐτὴν δ᾽ ἐς θρόνον εἷσεν ἄγων, ὑπὸ λῖτα πετάσσας, [1.131] καλὸν δαιδάλεον:","And when they were within the lofty house, he bore the spear and set it against a tall pillar in a polished spear-rack, where were set many spears besides, even those of Odysseus of the steadfast heart. Athena herself he led and seated on a chair, spreading a linen cloth beneath—a beautiful chair, richly-wrought, 2",ὁ δέ ὅτε δή οτηερ ἔντοσθεν εἰμί δόμος ὑψηλός ἔγχος μέν ἄρα ἵστημι φέρω πρός κίων μακρός δουροδόκη ἔντοσθεν εὔξοος ἔνθα πέρ ἄλλος ἔγχος Ὀδυσσεύς ταλασίφρων ἵστημι πολύς αὐτός δέ εἰς θρόνος ἵζω ἄγω ὑπό λίς2 πετάννυμι καλός δαιδάλεος
2185601,1.131,[1.131] ὑπὸ δὲ θρῆνυς ποσὶν ἦεν.,and below was a footstool for the feet.,ὑπό δέ θρῆνυς πούς εἰμί
2185602,1.132-1.135,"[1.132] πὰρ δ᾽ αὐτὸς κλισμὸν θέτο ποικίλον, ἔκτοθεν ἄλλων [1.133] μνηστήρων, μὴ ξεῖνος ἀνιηθεὶς ὀρυμαγδῷ [1.134] δείπνῳ ἁδήσειεν, ὑπερφιάλοισι μετελθών, [1.135] ἠδ᾽ ἵνα μιν περὶ πατρὸς ἀποιχομένοιο ἔροιτο.","Beside it he placed for himself an inlaid seat, apart from the others, the wooers, lest the stranger, vexed by their din, should loathe the meal, seeing that he was in the company of overweening men; and also that he might ask him about his father that was gone.",παρά δέ αὐτός κλισμός τίθημι ποικίλος ἔκτοθεν ἄλλος μνηστήρ μή ξένος ἀνιάω ὀρυμαγδός δεῖπνον ἀδέω ὑπερφίαλος μετέρχομαι ἠδέ ἵνα μιν περί πατήρ ἀποίχομαι ἔρομαι
2185603,1.136-1.138,"[1.136] χέρνιβα δ᾽ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα [1.137] καλῇ χρυσείῃ, ὑπὲρ ἀργυρέοιο λέβητος, [1.138] νίψασθαι:","Then a handmaid brought water for the hands in a fair pitcher of gold, and poured it over a silver basin for them to wash,",χέρνιψ δέ ἀμφίπολος πρόχοος ἐπιχέω φέρω καλός χρύσεος ὑπέρ ἀργύρεος λέβης νίζω
2185604,1.138,[1.138] παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν.,and beside them drew up a polished table.,παρά δέ ξεστός τανύω τράπεζα
2185605,1.139-1.140,"[1.139] σῖτον δ᾽ αἰδοίη ταμίη παρέθηκε φέρουσα, [1.140] εἴδατα πόλλ᾽ ἐπιθεῖσα, χαριζομένη παρεόντων:","And the grave housewife brought and set before them bread, and therewith dainties in abundance, giving freely of her store.",σῖτος δέ αἰδοῖος ταμία παρατίθημι φέρω εἶδαρ πολύς ἐπιτίθημι χαρίζομαι πάρειμι
2185606,1.141-1.142,"[1.141] δαιτρὸς δὲ κρειῶν πίνακας παρέθηκεν ἀείρας [1.142] παντοίων, παρὰ δέ σφι τίθει χρύσεια κύπελλα:","And a carver lifted up and placed before them platters of all manner of meats, and set by them golden goblets,",δαιτρός δέ κρέας πίναξ παρατίθημι ἀείρω παντοῖος παρά δέ σφεῖς τίθημι χρύσεος κύπελλον
2185607,1.143,[1.143] κῆρυξ δ᾽ αὐτοῖσιν θάμ᾽ ἐπῴχετο οἰνοχοεύων.,while a herald ever walked to and fro pouring them wine.,κῆρυξ δέ αὐτός θαμά ἐποίχομαι οἰνοχοεύω
2185608,1.144,[1.144] ἐς δ᾽ ἦλθον μνηστῆρες ἀγήνορες.,"Then in came the proud wooers,",εἰς δέ ἔρχομαι μνηστήρ ἀγήνωρ
2185609,1.144-1.148,"[1.144] οἱ μὲν ἔπειτα [1.145] ἑξείης ἕζοντο κατὰ κλισμούς τε θρόνους τε, [1.146] τοῖσι δὲ κήρυκες μὲν ὕδωρ ἐπὶ χεῖρας ἔχευαν, [1.147] σῖτον δὲ δμῳαὶ παρενήνεον ἐν κανέοισιν, [1.148] κοῦροι δὲ κρητῆρας ἐπεστέψαντο ποτοῖο.","and thereafter sat them down in rows on chairs and high seats. Heralds poured water over their hands, and maid-servants heaped by them bread in baskets, and youths filled the bowls brim full of drink;",ὁ μέν ἔπειτα ἑξῆς ἕζομαι κατά κλισμός τε θρόνος τε ὁ δέ κῆρυξ μέν ὕδωρ ἐπί χείρ χέω σῖτος δέ δμωή παρανηνέω ἐν κάνεον κόρος2 δέ κρατήρ ἐπιστέφω ποτός
2185610,1.149,[1.149] οἱ δ᾽ ἐπ᾽ ὀνείαθ᾽ ἑτοῖμα προκείμενα χεῖρας ἴαλλον.,and they put forth their hands to the good cheer lying ready before them.,ὁ δέ ἐπί ὄνειαρ ἑτοῖμος πρόκειμαι χείρ ἰάλλω
2185611,1.150-1.152,"[1.150] αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο [1.151] μνηστῆρες, τοῖσιν μὲν ἐνὶ φρεσὶν ἄλλα μεμήλει, [1.152] μολπή τ᾽ ὀρχηστύς τε:","Now after the wooers had put from them the desire of food and drink, their hearts turned to other things, to song and to dance;",ἀτάρ ἐπεί πόσις2 καί ἐδητύς ἐκ ἔρος ἵημι μνηστήρ ὁ μέν ἐν φρήν ἄλλος μέλω μολπή τε ὀρχηστύς τε
2185612,1.152,[1.152] τὰ γὰρ τ᾽ ἀναθήματα δαιτός: [0],for these things are the crown of a feast.,ὁ γάρ τε ἀνάθημα δαίς
2185613,1.153-1.154,"[1.153] κῆρυξ δ᾽ ἐν χερσὶν κίθαριν περικαλλέα θῆκεν [1.154] Φημίῳ, ὅς ῥ᾽ ἤειδε παρὰ μνηστῆρσιν ἀνάγκῃ.","And a herald put the beautiful lyre in the hands of Phemius, who sang perforce among the wooers;",κῆρυξ δέ ἐν χείρ κίθαρις περικαλλής τίθημι Φήμιος ὅς ἄρα ἀείδω παρά μνηστήρ ἀνάγκη
2185614,1.155,[1.155] ἦ τοι ὁ φορμίζων ἀνεβάλλετο καλὸν ἀείδειν.,and he struck the chords in prelude 1 to his sweet lay.,ἦ τοι ὁ φορμίζω ἀναβάλλω καλός ἀείδω
2185615,1.156-1.157,"[1.156] αὐτὰρ Τηλέμαχος προσέφη γλαυκῶπιν Ἀθήνην, [1.157] ἄγχι σχὼν κεφαλήν, ἵνα μὴ πευθοίαθ᾽ οἱ ἄλλοι:","But Telemachus spoke to flashing-eyed Athena, holding his head close, that the others might not hear:",ἀτάρ Τηλέμαχος πρόσφημι γλαυκῶπις Ἀθήνη ἄγχι ἔχω κεφαλή ἵνα μή πεύθομαι ὁ ἄλλος
2185616,1.158,"&#34; [1.158] ξεῖνε φίλ᾽, ἦ καὶ μοι νεμεσήσεαι ὅττι κεν εἴπω;","Dear stranger, wilt thou be wroth with me for the word that I shall say?",ξένος φίλος ἦ καί ἐγώ νεμεσάω ὅστις ἄν εἶπον
2185617,1.159-1.162,"[1.159] τούτοισιν μὲν ταῦτα μέλει, κίθαρις καὶ ἀοιδή, [1.160] ῥεῖ᾽, ἐπεὶ ἀλλότριον βίοτον νήποινον ἔδουσιν, [1.161] ἀνέρος, οὗ δή που λεύκ᾽ ὀστέα πύθεται ὄμβρῳ [1.162] κείμεν᾽ ἐπ᾽ ἠπείρου, ἢ εἰν ἁλὶ κῦμα κυλίνδει.","These men care for things like these, the lyre and song, full easily, seeing that without atonement they devour the livelihood of another, of a man whose white bones, it may be, rot in the rain as they lie upon the mainland, or the wave rolls them in the sea.",οὗτος μέν οὗτος μέλω κίθαρις καί ἀοιδή ῥεῖα ἐπεί ἀλλότριος βίοτος νήποινος ἔδω ἀνήρ ὅς δή πού λεύκη ὀστέον πύθω ὄμβρος κεῖμαι ἐπί ἤπειρος ἤ ἐν ἅλς κῦμα κυλίνδω
2185618,1.163-1.165,"[1.163] εἰ κεῖνόν γ᾽ Ἰθάκηνδε ἰδοίατο νοστήσαντα, [1.164] πάντες κ᾽ ἀρησαίατ᾽ ἐλαφρότεροι πόδας εἶναι [1.165] ἢ ἀφνειότεροι χρυσοῖό τε ἐσθῆτός τε.","Were they to see him returned to Ithaca , they would all pray to be swifter of foot, rather than richer in gold and in raiment.",εἰ ἐκεῖνος γε Ἰθάκηνδε εἶδον νοστέω πᾶς ἄν ἀράομαι ἐλαφρός πούς εἰμί ἤ ἀφνειός χρυσός τε ἐσθής τε
2185619,1.166-1.168,"[1.166] νῦν δ᾽ ὁ μὲν ὣς ἀπόλωλε κακὸν μόρον, οὐ δέ τις ἡμῖν [1.167] θαλπωρή, εἴ πέρ τις ἐπιχθονίων ἀνθρώπων [1.168] φῇσιν ἐλεύσεσθαι: [0]","But now he has thus perished by an evil doom, nor for us is there any comfort, no, not though any one of men upon the earth should say that he will come;",νῦν δέ ὁ μέν ὡς ἀπόλλυμι κακός μόρος οὐδέ οὐδέ τις ἐγώ θαλπωρή εἰ πέρ τις ἐπιχθόνιος ἄνθρωπος φημί ἔρχομαι
2185620,1.168,[1.168] τοῦ δ᾽ ὤλετο νόστιμον ἦμαρ.,gone is the day of his returning.,ὁ δέ ὄλλυμι νόστιμος ἦμαρ
2185621,1.169,[1.169] ἀλλ᾽ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον:,"But come, tell me this, and declare it truly.",ἀλλά ἄγε ἐγώ ὅδε εἶπον καί ἀτρεκής καταλέγω
2185622,1.17,[1.170] τίς πόθεν εἰς ἀνδρῶν; [0],"Who art thou among men, and from whence?",τις πόθεν εἰμί ἀνήρ
2185623,1.17,[1.170] πόθι τοι πόλις ἠδὲ τοκῆες; [0],Where is thy city and where thy parents?,πόθι σύ πόλις ἠδέ τοκεύς
2185624,1.171,[1.171] ὁπποίης τ᾽ ἐπὶ νηὸς ἀφίκεο:,"On what manner of ship didst thou come,",ὁποῖος τε ἐπί ναῦς ἀφικνέομαι
2185625,1.171-1.172,[1.171] πῶς δέ σε ναῦται [1.172] ἤγαγον εἰς Ἰθάκην;,and how did sailors bring thee to Ithaca ?,πῶς2 δέ σύ ναύτης ἄγω εἰς Ἰθάκη
2185626,1.172,[1.172] τίνες ἔμμεναι εὐχετόωντο;,Who did they declare themselves to be?,τις εἰμί εὐχετάομαι
2185627,1.173,[1.173] οὐ μὲν γὰρ τί σε πεζὸν ὀίομαι ἐνθάδ᾽ ἱκέσθαι.,"For nowise, methinks, didst thou come hither on foot.",οὐ μέν γάρ τις σύ πεζός οἴομαι ἐνθάδε ἱκνέομαι
2185628,1.174-1.177,"[1.174] καί μοι τοῦτ᾽ ἀγόρευσον ἐτήτυμον, ὄφρ᾽ ἐὺ εἰδῶ, [1.175] ἠὲ νέον μεθέπεις ἦ καὶ πατρώιός ἐσσι [1.176] ξεῖνος, ἐπεὶ πολλοὶ ἴσαν ἀνέρες ἡμέτερον δῶ [1.177] ἄλλοι, ἐπεὶ καὶ κεῖνος ἐπίστροφος ἦν ἀνθρώπων.&#34;","And tell me this also truly, that I may know full well, whether this is thy first coming hither, or whether thou art indeed a friend of my father's house. For many were the men who came to our house as strangers, since he, too, had gone to and fro 1 among men.",καί ἐγώ οὗτος ἀγορεύω ἐτήτυμος ὄφρα εὖ οἶδα ἤ νέος μεθέπω ἤ καί πατρώιος εἰμί ξένος ἐπεί πολύς εἶμι ἀνήρ ἡμέτερος δῶμα ἄλλος ἐπεί καί ἐκεῖνος ἐπίστροφος εἰμί ἄνθρωπος
2185629,1.178,"[1.178] τὸν δ᾽ αὖτε προσέειπε θεά, γλαυκῶπις Ἀθήνη:","Then the goddess, flashing-eyed Athena, answered him:",ὁ δέ αὖτε προσεῖπον θεά γλαυκῶπις Ἀθήνη
2185630,1.179,&#34; [1.179] τοιγὰρ ἐγώ τοι ταῦτα μάλ᾽ ἀτρεκέως ἀγορεύσω.,Therefore of a truth will I frankly tell thee all.,τοιγάρ ἐγώ σύ οὗτος μάλα ἀτρεκής ἀγορεύω
2185631,1.180-1.181,"[1.180] Μέντης Ἀγχιάλοιο δαΐφρονος εὔχομαι εἶναι [1.181] υἱός, ἀτὰρ Ταφίοισι φιληρέτμοισιν ἀνάσσω.","I declare that I am Mentes, the son of wise Anchialus, and I am lord over the oar-loving Taphians.",Μέντης Ἀγχίαλος δαίφρων εὔχομαι εἰμί υἱός ἀτάρ Τάφιοι φιλήρετμος ἀνάσσω
2185632,1.182-1.184,"[1.182] νῦν δ᾽ ὧδε ξὺν νηὶ κατήλυθον ἠδ᾽ ἑτάροισιν [1.183] πλέων ἐπὶ οἴνοπα πόντον ἐπ᾽ ἀλλοθρόους ἀνθρώπους, [1.184] ἐς Τεμέσην μετὰ χαλκόν, ἄγω δ᾽ αἴθωνα σίδηρον.","And now have I put in here, as thou seest, with ship and crew, while sailing over the wine-dark sea to men of strange speech, on my way to Temese for copper; and I bear with me shining iron.",νῦν δέ ὧδε σύν ναῦς κατέρχομαι ἠδέ ἑταῖρος πλέω ἐπί οἶνοψ πόντος ἐπί ἀλλόθροος ἄνθρωπος εἰς Τεμέση μετά χαλκός ἄγω δέ αἴθων σίδηρος
2185633,1.185-1.186,"[1.185] νηῦς δέ μοι ἥδ᾽ ἕστηκεν ἐπ᾽ ἀγροῦ νόσφι πόληος, [1.186] ἐν λιμένι Ῥείθρῳ ὑπὸ Νηίῳ ὑλήεντι.","My ship lies yonder beside the fields away from the city, in the harbor of Rheithron, under woody Neion.",ναῦς δέ ἐγώ ὅδε ἵστημι ἐπί ἀγρός νόσφι πόλις ἐν λιμήν Ῥεῖθρον ὑπό Νήιον ὑλήεις
2185634,1.187-1.193,"[1.187] ξεῖνοι δ᾽ ἀλλήλων πατρώιοι εὐχόμεθ᾽ εἶναι [1.188] ἐξ ἀρχῆς, εἴ πέρ τε γέροντ᾽ εἴρηαι ἐπελθὼν [1.189] Λαέρτην ἥρωα, τὸν οὐκέτι φασὶ πόλινδε [1.190] ἔρχεσθ᾽, ἀλλ᾽ ἀπάνευθεν ἐπ᾽ ἀγροῦ πήματα πάσχειν [1.191] γρηὶ σὺν ἀμφιπόλῳ, ἥ οἱ βρῶσίν τε πόσιν τε [1.192] παρτιθεῖ, εὖτ᾽ ἄν μιν κάματος κατὰ γυῖα λάβῃσιν [1.193] ἑρπύζοντ᾽ ἀνὰ γουνὸν ἀλωῆς οἰνοπέδοιο.","Friends of one another do we declare ourselves to be, even as our fathers were, friends from of old. Nay, if thou wilt, go and ask the old warrior Laertes, who, they say, comes no more to the city, but afar in the fields suffers woes attended by an aged woman as his handmaid, who sets before him food and drink, after weariness has laid hold of his limbs, as he creeps along the slope of his vineyard plot.",ξένος δέ ἀλλήλων πατρώιος εὔχομαι εἰμί ἐκ ἀρχή εἰ πέρ τε γέρων ἔρομαι ἐπέρχομαι Λαέρτης ἥρως ὁ οὐκέτι φημί πόλινδε ἔρχομαι ἀλλά ἀπάνευθε ἐπί ἀγρός πῆμα πάσχω γραῦς σύν ἀμφίπολος ὅς ἕ βρῶσις τε πόσις2 τε παρατίθημι εὖτε ἄν μιν κάματος κατά γυῖον λαμβάνω ἑρπύζω ἀνά γουνός ἀλωή οἰνόπεδος
